FIRST,LAST,NICKNAME,URL,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB
Yuhi,Sano,,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,Yuhi Sano,"5' 11""",243 lbs.,,Orthodox,1965-02-02
Alexandre Franca,Nogueira,Pequeno,http://ufcstats.com/fighter-details/4c27ca8c8481f79a,Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,1978-01-15
Luke,Jumeau,The Jedi,http://ufcstats.com/fighter-details/4c288a2b250bb576,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,1988-02-12
Alexis,Davis,,http://ufcstats.com/fighter-details/4c2d90e335e6df19,Alexis Davis,"5' 6""",135 lbs.,"68""",Orthodox,1984-10-04
Stephen,Banaszak,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,Stephen Banaszak,"6' 0""",145 lbs.,,,1990-12-07
Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93,Ryan LaFlare,"6' 1""",170 lbs.,"74""",Southpaw,1983-10-01
Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d,Eldari Kurtanidze,"5' 6""",235 lbs.,,Orthodox,1972-04-16
Li,Yunfeng,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac,Li Yunfeng,"5' 8""",135 lbs.,"68""",Orthodox,1999-03-08
Mikey,Burnett,The Eastside Assassin,http://ufcstats.com/fighter-details/4c805f5f58a75df0,Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,1974-04-12
Jai,Herbert,Black Country Banger,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,Jai Herbert,"6' 1""",155 lbs.,"77""",Orthodox,1988-05-13
Dan,Lauzon,The Upgrade,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,Dan Lauzon,"5' 10""",155 lbs.,,Orthodox,1988-03-30
CJ,Marsh,,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,CJ Marsh,,,,,
Emiliano,Sordi,He-Man,http://ufcstats.com/fighter-details/4c9b84d559822830,Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,1991-02-15
Marilia,Santos,Chocolate,http://ufcstats.com/fighter-details/4cb79988b2a9bd07,Marilia Santos,"5' 4""",125 lbs.,,Orthodox,1992-12-12
Shane,Young,Smokin',http://ufcstats.com/fighter-details/4cd8b03aee1d0138,Shane Young,"5' 8""",145 lbs.,"72""",Orthodox,1993-07-31
Tobias,Harila,Bad Intention,http://ufcstats.com/fighter-details/4d1e92b61bcef308,Tobias Harila,,,,,1994-01-13
Lazar,Stojadinovic,The Bronx Bomber,http://ufcstats.com/fighter-details/4d25497994da569c,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,1989-03-22
Chris,Honeycutt,The Cutt,http://ufcstats.com/fighter-details/4d2e3320d815f687,Chris Honeycutt,"5' 10""",170 lbs.,"73""",,1988-07-25
Jose,Augusto,Gugu,http://ufcstats.com/fighter-details/4d3b08ab127c7585,Jose Augusto,"6' 3""",251 lbs.,,,1992-03-28
Tom,Lawlor,Filthy,http://ufcstats.com/fighter-details/4d44f37107f01b9b,Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,1983-05-15
Paige,VanZant,12 Gauge,http://ufcstats.com/fighter-details/4d5197f331c47290,Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,1994-03-26
Brad,Gumm,,http://ufcstats.com/fighter-details/4d74641fac830182,Brad Gumm,"5' 11""",170 lbs.,,Orthodox,
Jalin,Turner,The Tarantula,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,1995-05-18
Harry,Moskowitz,Dirty,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,
Wellington,Turman,The Prodigy,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,Wellington Turman,"6' 0""",170 lbs.,"72""",Orthodox,1996-07-22
Patrik,White,Primetime,http://ufcstats.com/fighter-details/4debc6c4c6249690,Patrik White,"6' 0""",155 lbs.,"72""",Orthodox,1993-06-11
Krzysztof,Jotko,,http://ufcstats.com/fighter-details/4e06913c91da5200,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,1989-08-19
Lyman,Good,Cyborg,http://ufcstats.com/fighter-details/4e0692ad070976e4,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,1985-05-26
Patryk,Grabowski,Czapla,http://ufcstats.com/fighter-details/4e163b53d1de1fbc,Patryk Grabowski,,205 lbs.,,,1995-11-12
Loma,Lookboonmee,,http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,1996-01-18
Jhonata,Silva,,http://ufcstats.com/fighter-details/4e33534d1e036444,Jhonata Silva,"5' 5""",125 lbs.,"66""",Orthodox,1997-04-24
Branko,Cikatic,,http://ufcstats.com/fighter-details/4e5bbc4566049cbf,Branko Cikatic,"6' 1""",215 lbs.,,Orthodox,1954-10-03
Sedriques,Dumas,The Reaper,http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,"6' 2""",185 lbs.,"79""",Orthodox,1995-08-06
Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2,Maiju Kujala,,135 lbs.,,,
Wesley,Correira,Cabbage,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Wesley Correira,"6' 3""",260 lbs.,,Orthodox,1978-11-11
Jinensibieke,Asikeerbai,,http://ufcstats.com/fighter-details/4eccb78d628b2238,Jinensibieke Asikeerbai,"5' 6""",155 lbs.,"69""",Orthodox,1988-07-10
Anthony,Christodoulou,,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb,Anthony Christodoulou,"5' 9""",155 lbs.,,Orthodox,1987-07-30
Herbert,Burns,The Blaze,http://ufcstats.com/fighter-details/4f140403000158b5,Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,1988-02-02
Jennifer,Gonzalez,Jefa,http://ufcstats.com/fighter-details/4f1a48f4e6ffb007,Jennifer Gonzalez,"5' 2""",125 lbs.,,,1986-03-22
Jake,Rosholt,,http://ufcstats.com/fighter-details/4f2fcbefb668689d,Jake Rosholt,"6' 1""",185 lbs.,,Orthodox,1982-02-09
Tamires,Vidal,Tractor,http://ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,"5' 6""",135 lbs.,"68""",Orthodox,1998-07-27
Diego,Saraiva,The Octopus,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,Diego Saraiva,"5' 6""",155 lbs.,,Orthodox,1982-04-23
Sherron,Leggett,Rob Roy,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,Sherron Leggett,"5' 8""",155 lbs.,,Southpaw,1978-10-27
Ross,Pearson,The Real Deal,http://ufcstats.com/fighter-details/4f732e58ed907eff,Ross Pearson,"5' 8""",155 lbs.,"69""",Orthodox,1984-09-26
Carlos Eduardo,Rocha,Ta Danado,http://ufcstats.com/fighter-details/4f736494fc733095,Carlos Eduardo Rocha,"5' 10""",170 lbs.,"73""",Orthodox,1981-07-12
Daiju,Takase,,http://ufcstats.com/fighter-details/4f74c8be51db8a37,Daiju Takase,"6' 0""",170 lbs.,,Southpaw,1978-04-20
Rulon,Gardner,,http://ufcstats.com/fighter-details/4f7e290e71d60f87,Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,1971-08-16
Carlo,Prater,Neo,http://ufcstats.com/fighter-details/4f853e98886283cf,Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,1981-06-25
David,Heath,,http://ufcstats.com/fighter-details/4f95f74620a6b7a4,David Heath,"5' 11""",205 lbs.,"72""",Orthodox,1976-02-10
Izabela,Badurek,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,Izabela Badurek,"5' 5""",115 lbs.,,Orthodox,1991-07-11
Pat,Pytlik,,http://ufcstats.com/fighter-details/4fd140eea593526e,Pat Pytlik,"6' 0""",170 lbs.,"73""",Orthodox,1989-04-24
Salvador,Becerra,,http://ufcstats.com/fighter-details/4fd76e7ba8313457,Salvador Becerra,"5' 9""",155 lbs.,,,
Jeremiah,Labiano,The Kid,http://ufcstats.com/fighter-details/4fe1d105af549845,Jeremiah Labiano,"5' 10""",135 lbs.,,,
Chad W.,Saunders,,http://ufcstats.com/fighter-details/4fe9492959834bf7,Chad W. Saunders,"5' 10""",170 lbs.,,Orthodox,
Fabio,Aguiar,,http://ufcstats.com/fighter-details/501821d7fb7b95c1,Fabio Aguiar,"6' 0""",185 lbs.,,,1988-02-10
Sam,Stout,Hands of Stone,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,1984-04-23
Thaddeus,Luster,,http://ufcstats.com/fighter-details/505934897b8b4824,Thaddeus Luster,"6' 3""",210 lbs.,,,
Luana,Santos,,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,"5' 6""",125 lbs.,"67""",Orthodox,2000-04-16
Chris,Jones,Lionheart,http://ufcstats.com/fighter-details/509319d35664369e,Chris Jones,"5' 9""",149 lbs.,,,1981-11-16
Blake,Bilder,El Animal,http://ufcstats.com/fighter-details/5095b0920a3602aa,Blake Bilder,"5' 8""",145 lbs.,"68""",Switch,1990-07-12
Hiromitsu,Miura,,http://ufcstats.com/fighter-details/509697e08673d2e5,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,1981-09-22
Saidyokub,Kakhramonov,,http://ufcstats.com/fighter-details/50a28b9f8314e008,Saidyokub Kakhramonov,"5' 8""",135 lbs.,"69""",Orthodox,1995-11-14
Yura,Naito,2 FACE,http://ufcstats.com/fighter-details/50c469e0cb73be10,Yura Naito,"6' 0""",185 lbs.,"74""",Orthodox,1996-04-26
Ricco,Rodriguez,Suave,http://ufcstats.com/fighter-details/50cc91ce2982785d,Ricco Rodriguez,"6' 4""",265 lbs.,,Orthodox,1977-08-19
Pat,Healy,Bam Bam,http://ufcstats.com/fighter-details/50d2f0018bcf9eef,Pat Healy,"6' 0""",155 lbs.,"72""",Orthodox,1983-07-20
Ovince,Saint Preux,,http://ufcstats.com/fighter-details/50db8711c70196cd,Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,1983-04-08
Molly,McCann,Meatball,http://ufcstats.com/fighter-details/51018a31ddf31eb2,Molly McCann,"5' 4""",115 lbs.,"62""",Orthodox,1990-05-04
Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86,Josh LaBerge,"5' 10""",145 lbs.,,,
Shane,Primm,,http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,Shane Primm,"6' 3""",205 lbs.,,Orthodox,1984-07-30
Michael,Johnson,The Menace,http://ufcstats.com/fighter-details/511e82663651438d,Michael Johnson,"5' 10""",155 lbs.,"73""",Southpaw,1986-06-04
Brock,Lesnar,,http://ufcstats.com/fighter-details/513c6f1715e547a8,Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,1977-07-12
Luis,Gomez,Tiger Junior,http://ufcstats.com/fighter-details/513e84bfe65ff509,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,1995-01-28
Daichi,Abe,,http://ufcstats.com/fighter-details/5140122c3eecd307,Daichi Abe,"5' 11""",170 lbs.,"71""",Orthodox,1991-11-27
Christopher,Lopez,,http://ufcstats.com/fighter-details/5148a665aa527865,Christopher Lopez,"5' 10""",170 lbs.,,,1986-01-30
Cedric,Doumbe,,http://ufcstats.com/fighter-details/5159e6ee100c717e,Cedric Doumbe,"5' 10""",170 lbs.,,,1992-08-13
Nate,Moore,,http://ufcstats.com/fighter-details/518e5202a91980d4,Nate Moore,"6' 0""",170 lbs.,,,
Drew,Dober,,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,1988-10-19
Liz,Carmouche,Girlrilla,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,1984-02-19
Mike,Ciesnolevicz,,http://ufcstats.com/fighter-details/51b0bb73a1da34bc,Mike Ciesnolevicz,"6' 0""",235 lbs.,,Orthodox,1979-10-28
Nick,Bustamante,,http://ufcstats.com/fighter-details/51b1ca2a4b064101,Nick Bustamante,"5' 9""",170 lbs.,,,
Mackens,Semerzier,Da Menace,http://ufcstats.com/fighter-details/51b1e2fd9872005b,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,1980-11-03
Shannon,Ross,The Turkish Delight,http://ufcstats.com/fighter-details/51c655162e462ceb,Shannon Ross,"5' 6""",125 lbs.,"66""",Switch,1989-05-12
Yurij,Kiseliov,Playboy,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,Yurij Kiseliov,"5' 8""",185 lbs.,,Orthodox,
Thibault,Gouti,GT,http://ufcstats.com/fighter-details/51e86de150ee8be6,Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,1987-02-27
Allan,Zuniga,Tigre,http://ufcstats.com/fighter-details/523af801b3429015,Allan Zuniga,"5' 7""",155 lbs.,"70""",Orthodox,1992-04-04
Hans,Stringer,,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,Hans Stringer,"6' 3""",205 lbs.,,Orthodox,1987-07-06
Court,McGee,The Crusher,http://ufcstats.com/fighter-details/523fa774700d7d3f,Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,1984-12-12
Luana,Carolina,Dread,http://ufcstats.com/fighter-details/528b071cf3da7c56,Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,1993-06-11
Johnny,Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,1978-08-03
Khomkrit,Niimi,The Bumblebee,http://ufcstats.com/fighter-details/52a003d768f10d91,Khomkrit Niimi,"5' 2""",125 lbs.,,,
Dominic,Brown,,http://ufcstats.com/fighter-details/52b3ec072ad497a4,Dominic Brown,"5' 11""",190 lbs.,,,1982-06-04
Elias,Silverio,Xuxu,http://ufcstats.com/fighter-details/52ba464d9068d871,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,1986-09-22
Youssef,Zalal,The Moroccan Devil,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,Youssef Zalal,"5' 10""",145 lbs.,"72""",Switch,1996-09-04
Nate,Quarry,Rock,http://ufcstats.com/fighter-details/52cae54377b433b7,Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,1972-03-18
Crosley,Gracie,,http://ufcstats.com/fighter-details/52d92050a046bc17,Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,1979-07-18
Antonio,Carlos Junior,Cara de Sapato,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,1990-03-16
Jean,Silva,Lord,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean Silva,"5' 7""",145 lbs.,"69""",Orthodox,1996-12-27
Marcio,Navarro,The Locomotive,http://ufcstats.com/fighter-details/52f7d300738961ac,Marcio Navarro,"6' 0""",155 lbs.,,,1978-09-17
Igor,Pokrajac,The Duke,http://ufcstats.com/fighter-details/53278852bcd91e11,Igor Pokrajac,"6' 0""",205 lbs.,"74""",Orthodox,1979-01-02
Floyd,Sword,,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,Floyd Sword,"6' 0""",185 lbs.,,Orthodox,1976-08-24
Anthony Rocco,Martin,,http://ufcstats.com/fighter-details/5331b25a60417ffb,Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,1989-12-11
Codale,Ford,Crunch Time,http://ufcstats.com/fighter-details/5340123d826ceadb,Codale Ford,"5' 9""",170 lbs.,,,1979-05-13
Ken,Kaneko,,http://ufcstats.com/fighter-details/5345f86680378fc1,Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,
Sarah,Moras,Cheesecake,http://ufcstats.com/fighter-details/539ed332b3078821,Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,1988-04-30
Bertrand,Amoussou,,http://ufcstats.com/fighter-details/53adf5b845d91e4a,Bertrand Amoussou,"5' 8""",190 lbs.,,Orthodox,
Jay,Silva,,http://ufcstats.com/fighter-details/53bb0d40905b87c0,Jay Silva,"6' 2""",185 lbs.,,Southpaw,
Felipe,Bunes,Felipinho,http://ufcstats.com/fighter-details/53c10176e3bc7416,Felipe Bunes,"5' 7""",125 lbs.,"69""",Orthodox,1989-10-29
Jay,Bogan,,http://ufcstats.com/fighter-details/53c21779d84ceb75,Jay Bogan,,145 lbs.,,,
Philipe,Lins,Monstro,http://ufcstats.com/fighter-details/53c943c873cffe90,Philipe Lins,"6' 2""",205 lbs.,"78""",Orthodox,1985-08-17
Taylor,Callens,,http://ufcstats.com/fighter-details/53d471e9bf5f2fc8,Taylor Callens,"5' 10""",155 lbs.,,,1991-05-21
Hiroshi,Izumi,,http://ufcstats.com/fighter-details/53e4e21f4c688801,Hiroshi Izumi,,205 lbs.,,Orthodox,1982-06-22
Jack,Nilson,,http://ufcstats.com/fighter-details/53e533db1b8e9712,Jack Nilson,,,,,
Jon,Tuck,Super Saiyan,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,1984-08-28
Scott,Bills,,http://ufcstats.com/fighter-details/53f02bbc41d99432,Scott Bills,"5' 10""",170 lbs.,,,
Eric,Wisely,Little Lee,http://ufcstats.com/fighter-details/53f84637dfffab7a,Eric Wisely,"5' 8""",145 lbs.,,Southpaw,1984-07-25
Tetsuji,Kato,,http://ufcstats.com/fighter-details/542db012217ecb83,Tetsuji Kato,,155 lbs.,,Orthodox,
Lance,Benoist,,http://ufcstats.com/fighter-details/5431dccc09118234,Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,1988-08-26
Brandon,Polcare,,http://ufcstats.com/fighter-details/543cd2258f4fa339,Brandon Polcare,,125 lbs.,,,
Chris,Curtis,Action-Man,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,Chris Curtis,"5' 10""",185 lbs.,"75""",Orthodox,1987-07-15
Jamahal,Hill,Sweet Dreams,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,Jamahal Hill,"6' 4""",205 lbs.,"79""",Southpaw,1991-05-19
Chatt,Lavender,,http://ufcstats.com/fighter-details/5449dcccd972ff83,Chatt Lavender,"5' 8""",170 lbs.,,,1976-05-24
Albert,Morales,The Warrior,http://ufcstats.com/fighter-details/544d7460b3e44393,Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,1991-05-25
Alexia,Thainara,Burguesinha,http://ufcstats.com/fighter-details/545092d13c67aa49,Alexia Thainara,"5' 4""",115 lbs.,"67""",,1995-11-20
Richie,Vaculik,Vas,http://ufcstats.com/fighter-details/54578e5927adea53,Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,1983-06-19
Francois,Botha,White Buffalo,http://ufcstats.com/fighter-details/545d549d6bf87187,Francois Botha,"6' 2""",260 lbs.,,Orthodox,1968-09-28
Rory,Singer,Outburst,http://ufcstats.com/fighter-details/546015aa2ad945fd,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,1976-05-28
Robert,Sanchez,Littlefury,http://ufcstats.com/fighter-details/546f8599a63c29da,Robert Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,1986-03-05
Phil,Hawes,No Hype,http://ufcstats.com/fighter-details/547afe1017e72dbe,Phil Hawes,"6' 0""",185 lbs.,"77""",Orthodox,1989-01-08
Doug,Kay,,http://ufcstats.com/fighter-details/547c5611bd366988,Doug Kay,,,,,
Kyron,Bowen,Bullseye,http://ufcstats.com/fighter-details/5488b3c67600333a,Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,1993-12-22
Gilbert,Smith,,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,1981-10-19
Ilia,Topuria,El Matador,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,1997-01-21
Bryanna,Fissori,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,Bryanna Fissori,"5' 4""",145 lbs.,,,
Taylor,Johnson,Tombstone,http://ufcstats.com/fighter-details/552b09cbf13b6328,Taylor Johnson,"6' 0""",185 lbs.,"74""",Switch,1990-11-09
Chad,Sutton,,http://ufcstats.com/fighter-details/556347e2b0e33979,Chad Sutton,"6' 1""",185 lbs.,,,1982-08-07
Jesse,Ronson,The Body Snatcher,http://ufcstats.com/fighter-details/5580771f383e141f,Jesse Ronson,"5' 10""",155 lbs.,"70""",Southpaw,1985-12-24
Ryo,Chonan,Piranah,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,Ryo Chonan,"5' 9""",170 lbs.,"70""",Orthodox,1976-10-08
Marques,Daniels,,http://ufcstats.com/fighter-details/55a80a9365bc107d,Marques Daniels,,155 lbs.,,,
Paulo Cesar,Silva,Giant,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59,Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,1963-07-21
Kenneth,Seegrist,,http://ufcstats.com/fighter-details/55e94a9b525dcf45,Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,
Rolando,Dy,Dy Incredible,http://ufcstats.com/fighter-details/55ed59d541f8b90c,Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,1990-08-11
Olivier,Aubin-Mercier,The Canadian Gangster,http://ufcstats.com/fighter-details/55ee431411ccf07a,Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,1989-02-23
Chris,Beal,Real Deal,http://ufcstats.com/fighter-details/55f446032177b119,Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,1985-08-06
Dustin,Pague,The Disciple,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,1987-08-05
Zhalgas,Zhumagulov,,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb,Zhalgas Zhumagulov,"5' 4""",125 lbs.,"66""",Switch,1988-08-29
Bryan,Pardoe,Pain Inducer,http://ufcstats.com/fighter-details/56116537d71a578c,Bryan Pardoe,"6' 1""",205 lbs.,,Orthodox,
Claude,Patrick,The Prince,http://ufcstats.com/fighter-details/56116a79e4deed06,Claude Patrick,"5' 11""",170 lbs.,"75""",Orthodox,1980-06-14
Wagner da Conceicao,Martins,Zuluzinho,http://ufcstats.com/fighter-details/563d051c9e769b24,Wagner da Conceicao Martins,"6' 7""",390 lbs.,,Orthodox,1978-05-19
Mike,King,,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,Mike King,"6' 3""",185 lbs.,,,1983-08-04
David,Kaplan,Diamond,http://ufcstats.com/fighter-details/5669b828e7e11329,David Kaplan,"5' 7""",155 lbs.,,Orthodox,1979-11-16
Felipe,Pena,Preguica,http://ufcstats.com/fighter-details/566ff9546fc29acd,Felipe Pena,,,,,1991-10-19
Cole,Smith,The Cole Train,http://ufcstats.com/fighter-details/56709e66f1c6008f,Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,1989-04-05
Shanna,Young,The Shanimal,http://ufcstats.com/fighter-details/568bbad0eaced57c,Shanna Young,"5' 7""",125 lbs.,"65""",Orthodox,1991-02-20
Maurice,Mitchell,The AK Kid,http://ufcstats.com/fighter-details/568bebed6366b667,Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,1987-06-29
Mike,Kyle,MAK,http://ufcstats.com/fighter-details/56b8b24f65f9f057,Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,1980-03-31
Chuck,O'Neil,Cold Steel,http://ufcstats.com/fighter-details/56bc9ccb609df534,Chuck O'Neil,"6' 2""",170 lbs.,,,1985-09-22
Alexander,Poppeck,,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,Alexander Poppeck,"6' 2""",205 lbs.,,Orthodox,1992-04-06
Kenyon,Jackson,,http://ufcstats.com/fighter-details/56c5132870a526d5,Kenyon Jackson,"6' 0""",185 lbs.,,,
Vitaly,Minakov,,http://ufcstats.com/fighter-details/56c975c4a2b357a5,Vitaly Minakov,"6' 2""",249 lbs.,,,1985-02-06
Chris,Kelades,The Greek Assassin,http://ufcstats.com/fighter-details/56c9acc4e86046a2,Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,1981-02-21
Toki,Matsui,,http://ufcstats.com/fighter-details/56cc76c55cee8410,Toki Matsui,"5' 6""",125 lbs.,"65""",Orthodox,1999-09-08
Stephen,Ledbetter,,http://ufcstats.com/fighter-details/56ec58954158966a,Stephen Ledbetter,"5' 9""",145 lbs.,,Orthodox,1982-06-30
Courtney,Turner,,http://ufcstats.com/fighter-details/56f4b81ec4db61af,Courtney Turner,"6' 2""",170 lbs.,,,
Zac,Pauga,The High Chief,http://ufcstats.com/fighter-details/56f7d7ee06be4aab,Zac Pauga,"6' 2""",205 lbs.,"76""",Orthodox,1988-02-25
Mike,Grundy,,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b,Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,1987-01-03
Danny,Davis,,http://ufcstats.com/fighter-details/570d40f993171b19,Danny Davis,"6' 2""",170 lbs.,,,1982-07-28
Cody,East,The Freight Train,http://ufcstats.com/fighter-details/5713c1d2fac539ac,Cody East,"6' 3""",245 lbs.,,Orthodox,1988-06-29
Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52,Charlie Kohler,"5' 9""",155 lbs.,,Orthodox,1976-07-16
Jeka,Saragih,,http://ufcstats.com/fighter-details/57186c150c645200,Jeka Saragih,"5' 8""",145 lbs.,"69""",Orthodox,1995-01-01
Roger,Carroll,The Leprechaun,http://ufcstats.com/fighter-details/572a89dbe1f76761,Roger Carroll,"5' 10""",170 lbs.,,,
Matt,Veach,,http://ufcstats.com/fighter-details/5731cc327790b731,Matt Veach,"5' 11""",155 lbs.,,Orthodox,1981-05-31
Ryan,Tobar,,http://ufcstats.com/fighter-details/57481f1f10530c61,Ryan Tobar,,155 lbs.,,,
Joe,Neal,Nine Lives,http://ufcstats.com/fighter-details/5751267660c734cb,Joe Neal,"5' 6""",135 lbs.,,,1986-07-29
Hernani,Perpetuo,,http://ufcstats.com/fighter-details/575360be653ad6a6,Hernani Perpetuo,"6' 0""",170 lbs.,,Orthodox,1985-05-24
Ivan,Menjivar,The Pride of El Salvador,http://ufcstats.com/fighter-details/5755960ebd0b16f6,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,1982-05-30
John,Hosman,,http://ufcstats.com/fighter-details/57591bbf1623574e,John Hosman,"5' 10""",135 lbs.,,Southpaw,1980-11-13
Rainy,Martinez,,http://ufcstats.com/fighter-details/577ec7e108b94be3,Rainy Martinez,"6' 0""",199 lbs.,,Orthodox,
Roldan,Sangcha'an,The Executioner,http://ufcstats.com/fighter-details/57887765f831e228,Roldan Sangcha'an,"5' 4""",125 lbs.,,Orthodox,1990-12-04
Irene,Aldana,,http://ufcstats.com/fighter-details/578ef12674df1e6a,Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,1988-03-26
